Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,Average(1960-1964),1965,1966,1967,1968,1969,Average(1965-1969),1970,1971,1972,1973,1974,AVERAGE(1970-1974),1975,1976,1977,1978,1979,Average(1975-1979),1980,1981,1982,1983,1984,average(1980-1984),1985,1986,1987,1988,1989,Average(1985-1989),1990,1991,1992,1993,1994,Avergae(1990-1994),1995,1996,1997,1998,1999,Average(1995-1999),2000,2001,2002,2003,2004,Average(2000-2004),2005,2006,2007,2008,2009,Average(2005-2009),2010,2011,2012,2013,2014,Average(2010-2014),2015,2016,2017,2018,2019,Average(2015-2019),2020,2021
Luxembourg,LUX,"Inflation, consumer prices (annual %)",0.45,0.48,0.9,2.88,3.1,1.56,3.33,3.33,2.17,2.63,2.29,2.67,4.64,4.67,5.23,6.07,9.54,6.03,10.72,9.8,6.71,3.09,4.55,6.97,6.3,8.07,9.36,8.67,6.44,7.77,4.09,0.29,-0.06,1.44,3.37,1.83,3.25,3.12,3.15,3.59,2.19,3.06,1.87,1.18,1.37,0.96,1.03,1.28,3.15,2.66,2.07,2.05,2.23,2.43,2.49,2.67,2.31,3.4,0.37,2.25,2.27,3.41,2.66,1.73,0.63,2.14,0.47,0.29,1.73,1.53,1.74,1.15,0.82,2.53
Latvia,LVA,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951.7,108.99,35.92,219.32,24.98,17.61,8.45,4.64,2.36,11.61,2.65,2.49,1.94,2.94,6.19,3.24,6.75,6.54,10.09,15.4,3.53,8.46,-1.08,4.37,2.26,-0.03,0.62,1.23,0.17,0.14,2.93,2.53,2.81,1.72,0.22,3.28
"Macao SAR, China",MAC,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77,1.75,7.97,9.57,7.71,6.71,6.25,7.64,8.56,4.82,3.49,0.17,-3.2,2.77,-1.61,-1.98,-2.64,-1.56,0.98,-1.36,4.4,5.15,5.57,8.61,1.17,4.98,2.81,5.81,6.11,5.5,6.05,5.25,4.56,2.37,1.23,3,2.75,2.78,0.81,0
St. Martin (French part),MAF,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,"Inflation, consumer prices (annual %)",3.42,1.76,5.1,5.7,4.02,4,3.48,-1.01,-0.75,0.44,2.95,1.34,1.28,4.16,3.76,4.08,17.56,6.17,7.92,8.5,12.6,9.72,8.33,9.41,9.41,12.49,10.53,6.21,12.45,10.22,7.73,8.73,2.7,2.37,3.26,4.96,6.78,7.99,5.74,5.18,5.14,6.17,6.12,2.99,1.04,2.75,0.68,2.72,1.89,0.62,2.8,1.17,1.49,1.59,0.98,3.28,2.04,3.71,0.97,2.2,0.99,0.91,1.29,1.88,0.44,1.1,1.56,1.64,0.75,1.8,0.3,1.21,0.71,1.4
Monaco,MCO,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,MDA,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026.83,1613.6,486.43,625.37,29.87,23.51,11.77,7.7,39.26,22.42,31.3,9.76,5.3,11.75,12.52,14.13,11.96,12.78,12.37,12.78,-0.06,9.96,7.48,7.69,4.55,4.6,5.09,5.88,9.68,6.36,6.57,3.05,4.84,6.1,3.77,5.11
Madagascar,MDG,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,4.2,3.21,0.82,0.96,3.83,2.81,2.88,5.39,5.62,6.12,22.1,8.42,8.19,4.99,3.11,6.53,14.06,7.37,18.22,30.54,31.79,19.33,9.86,21.95,10.56,14.5,14.99,26.85,9.01,15.18,11.78,8.59,14.51,10.01,38.94,16.77,49.08,19.76,4.49,6.21,9.93,17.89,11.86,7.92,16.5,-1.7,13.96,9.71,18.36,10.77,10.29,9.3,8.95,11.53,9.25,9.48,5.71,5.83,6.08,7.27,7.4,6.04,8.61,8.59,5.61,7.25,4.2,0
Maldives,MDV,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72,9.7,6.46,7.17,6.61,3.65,14.71,16.86,20.13,3.39,11.75,5.49,6.24,7.57,-1.4,2.95,4.17,-1.17,0.67,4.18,-1.26,-1.69,0.15,1.3,2.74,6.79,12.04,4.53,5.48,6.15,11.27,10.88,3.81,2.12,6.85,0.95,0.5,2.82,-0.13,0.22,0.87,-1.37,0.54
Middle East & North Africa,MEA,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,3.74,4.18,4.05,8.27,14.25,6.9,9.67,11.26,11.99,9.72,7.74,10.07,10.42,11.27,8.33,5.49,8.12,8.73,4.39,6.16,4.09,6,5.54,5.24,8.04,9.03,7.59,8.08,5.13,7.57,6.74,4.47,3.55,3.13,2.65,4.11,1.81,1.75,1.83,1.98,3.12,2.1,3.1,3.48,4.17,11.27,2.92,4.99,3.75,4.52,3.73,2.96,2.35,3.46,1.49,1.85,1.49,1.95,1.05,1.57,0.67,2.3
Mexico,MEX,"Inflation, consumer prices (annual %)",4.93,1.61,1.2,0.59,2.34,2.13,3.57,4.22,3.02,2.33,3.37,3.31,5,5.47,4.94,12.08,23.78,10.26,14.94,15.82,29.06,17.46,18.19,19.1,26.35,27.93,58.91,101.87,65.45,56.1,57.75,86.23,131.83,114.16,20.01,82,26.65,22.66,15.51,9.75,6.97,16.31,35,34.38,20.63,15.93,16.59,24.5,9.49,6.37,5.03,4.55,4.69,6.03,3.99,3.63,3.97,5.12,5.3,4.4,4.16,3.41,4.11,3.81,4.02,3.9,2.72,2.82,6.04,4.9,3.64,4.02,3.4,5.69
Marshall Islands,MHL,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle income,MIC,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27,8.93,0,4.04,0,13.03,10.39,11.03,10.72,9.04,8.8,8.73,8.23,8.91,9.3,8.79,11.4,13.44,10.1,10.75,13.65,11.87,11.67,9.28,7.14,7.68,4.87,8.13,4.49,5.31,4.34,4.72,4.69,4.71,5.04,5.58,6.21,10.19,3.69,6.14,4.04,5.69,4.52,3.97,3.53,4.35,2.89,2.46,3.32,3.12,2.61,2.88,2.55,4.09
North Macedonia,MKD,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.58,25.32,16.37,2.47,1.29,0.54,-1.28,3.88,6.61,5.2,2.31,0.86,-0.45,2.91,0.53,3.21,2.25,8.33,-0.74,2.72,1.51,3.9,3.32,2.79,-0.28,2.25,-0.3,-0.24,1.35,1.46,0.77,0.61,1.2,3.23
Mali,MLI,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,-0.02,0.61,1.8,-6.24,-0.26,23.18,3.82,13.44,6.81,-0.36,4.04,-1.2,4.54,-0.68,5.19,5.03,-1.35,-3.1,1.02,6.4,1.54,1.41,9.17,2.46,4.2,1.11,2.96,5.32,-0.61,0.88,1.93,1.45,-1.8,1.76,0.3,-1.66,0.01,0.44,3.93
Malta,MLT,"Inflation, consumer prices (annual %)",3.38,2.51,0.17,1.88,2.18,2.02,1.6,0.52,0.69,2.04,2.33,1.59,3.72,2.32,3.37,7.69,7.26,4.87,8.79,0.55,10.04,4.71,7.15,6.25,15.75,11.51,5.82,-0.88,-0.44,6.35,-0.24,2.03,0.43,0.94,0.85,0.8,2.98,2.54,1.63,4.14,4.13,3.09,4.43,2.05,3.11,2.39,2.13,2.82,2.37,2.93,2.19,1.3,2.79,2.32,3.01,2.77,1.25,4.26,2.08,2.67,1.52,2.96,2.38,1.18,0.31,1.67,1.1,0.64,1.36,1.16,1.64,1.18,0.64,1.5
Myanmar,MMR,"Inflation, consumer prices (annual %)",7.39,-0.15,-1.61,-2.68,-0.46,0.5,17.69,25.49,0.83,2.38,-4.34,6.29,-4.01,2.09,7.64,25.2,25.21,11.23,31.66,22.38,-1.16,-6.04,5.67,10.5,0.61,0.32,5.3,5.65,4.85,3.35,6.81,9.33,24.76,16.04,27.2,16.83,17.63,32.27,21.91,31.83,24.1,25.55,25.19,16.28,29.7,51.49,18.4,28.21,-0.11,21.1,57.07,36.59,4.53,23.84,9.37,20,35.02,26.8,1.47,18.53,7.72,5.02,1.47,5.64,4.95,4.96,9.45,6.93,4.57,6.87,8.83,7.33,0,0
Middle East & North Africa (excluding high income),MNA,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,4.06,3.88,3.71,7.07,12.14,6.17,9.59,10.79,12.29,10.4,9.9,10.59,11.58,11.85,10.39,6.17,9.23,9.84,7.73,12.37,7.44,6.91,10.35,8.96,12.32,14.51,12.32,12.66,11.74,12.71,11.86,6.84,3.65,3.87,2.69,5.78,2.68,2.13,2.73,4.34,3.8,3.13,3.8,5.05,4.33,12.31,2.92,5.68,3.95,4.97,6.09,4.04,2.9,4.39,1.49,2.19,3.82,4.37,2.48,2.87,2.1,5.63
Montenegro,MNE,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,4.35,8.76,3.47,3.9,0.65,3.45,4.15,2.21,-0.71,1.95,1.55,-0.27,2.38,2.61,0.36,1.33,-0.26,2.41
Mongolia,MNG,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.15,87.58,71.15,0.04,46.89,36.56,9.36,7.56,20.08,11.6,6.28,0.92,5.13,8.24,6.43,12.72,5.1,9.63,27.96,7.62,12.6,10.05,8.41,14.33,10.49,12.25,11.11,5.73,0.74,4.31,6.81,7.3,4.98,3.69,7.1
Northern Mariana Islands,MNP,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,13.25,8.49,14.5,3.79,9.29,12.43,11.17,2.6,4.26,2.56,6.6,3.55,17.42,15.11,3.91,2.78,8.55,3.14,0
Mauritania,MRT,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,8.15,1.32,12.93,5.97,6.6,5.63,10.14,9.37,4.13,7.17,6.54,4.68,4.63,8.03,4.07,5.59,3.25,4.71,3.9,5.15,10.37,5.48,12.13,6.24,7.25,7.35,2.22,7.04,6.28,5.69,4.9,4.13,3.53,4.91,3.24,1.49,2.28,3.05,2.3,2.47,2.39,0
Mauritius,MUS,"Inflation, consumer prices (annual %)",0,0,0,0,1.9,0.38,1.79,2.5,1.88,6.98,2.32,2.96,1.54,0.32,5.4,13.45,29.12,9.96,14.74,12.96,9.17,8.55,14.47,11.98,42,14.46,11.42,5.59,7.39,16.17,6.7,1.63,0.52,9.16,12.67,6.14,13.49,7,4.64,10.52,7.32,8.59,6.03,6.55,6.83,6.81,6.91,6.63,4.2,5.39,6.42,3.92,4.71,4.93,4.94,8.91,8.83,9.73,2.52,6.99,2.93,6.52,3.85,3.54,3.22,4.01,1.29,0.98,3.67,3.22,0.41,1.91,2.58,4.03
Malawi,MWI,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.81,9.82,13.5,20.03,11.03,10.52,14.05,25.16,33.91,12.45,19.22,11.82,12.62,23.75,22.77,34.65,21.12,83.33,37.6,9.14,29.75,44.8,40.92,29.58,22.7,14.74,9.58,11.43,17.61,15.41,13.97,7.95,8.71,8.42,10.89,7.41,7.62,21.27,27.28,23.79,17.48,21.87,21.71,11.54,12.42,9.37,15.38,8.63,0
Malaysia,MYS,"Inflation, consumer prices (annual %)",0.06,-0.18,0.11,3.11,-0.4,0.54,-0.11,0.97,4.58,-0.16,-0.41,0.74,1.84,1.61,3.23,10.56,17.33,6.92,4.49,2.63,4.79,4.86,3.65,4.08,6.67,9.7,5.82,3.7,3.9,5.96,0.35,0.74,0.29,2.56,2.81,1.35,2.62,4.36,4.77,3.54,3.72,3.8,3.45,3.49,2.66,5.27,2.74,3.52,1.53,1.42,1.81,1.09,1.42,1.45,2.98,3.61,2.03,5.44,0.58,2.93,1.62,3.17,1.66,2.11,3.14,2.34,2.1,2.09,3.87,0.88,0.66,1.92,-1.14,2.48
North America,NAC,"Inflation, consumer prices (annual %)",1.41,1.04,1.13,1.43,1.6,1.32,1.96,3.42,3.18,4.16,5.01,3.79,4.59,3.5,4.13,6.83,11.03,6.02,9.91,6.64,7.24,8.3,10.2,8.46,11.84,11.4,8.45,4.54,4.3,8.11,3.75,3.05,4.01,4.05,4.91,3.95,5.09,4.93,2.26,2.41,1.39,3.21,2.48,2.25,1.98,1.27,1.96,1.99,3.05,2.68,1.92,2.51,2.27,2.49,2.8,2.61,2.5,3.1,-0.03,2.2,1.71,3.03,1.79,1.2,1.76,1.9,0.62,1.35,1.86,2.36,1.88,1.61,0.98,4.05
Namibia,NAM,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,4.14,2.25,2.28,4.96,6.55,9.09,9.45,6.47,4.87,5.01,6.72,5.6,5.35,5.51,3.39,6.73,6.15,4.29,3.72,4.86,2.21,3.62
New Caledonia,NCL,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,1.75,1.28,0.18,1.13,0.57,0.58,0,0,0,0.23,0,0
Niger,NER,"Inflation, consumer prices (annual %)",0,0,0,0,1,0.2,4.37,10.57,0.43,-2.92,10.65,5.62,1.12,4.19,9.75,11.79,3.4,6.05,9.12,23.53,23.25,10.09,7.27,14.65,10.31,22.91,11.64,-2.49,8.36,10.15,-0.92,-3.21,-6.71,-1.39,-2.84,-3.02,-0.78,-7.8,-4.48,-1.22,36.04,4.36,10.56,5.29,2.93,4.55,-2.3,4.21,2.9,4.01,2.63,-1.61,0.26,1.64,7.8,0.04,0.05,11.31,0.58,3.96,0.8,2.94,0.46,2.3,-0.93,1.11,-0.58,1.65,2.8,2.97,-2.49,0.87,2.9,3.84
Nigeria,NGA,"Inflation, consumer prices (annual %)",5.44,6.28,5.27,-2.69,0.86,3.03,4.1,9.69,-3.73,-0.48,10.16,4.98,13.76,16,3.46,5.4,12.67,10.26,33.96,24.3,15.09,21.71,11.71,21.35,9.97,20.81,7.7,23.21,17.82,15.9,7.44,5.72,11.29,54.51,50.47,25.88,7.36,13.01,44.59,57.17,57.03,35.83,72.84,29.27,8.53,10,6.62,25.45,6.93,18.87,12.88,14.03,15,13.54,17.86,8.23,5.39,11.58,12.55,11.12,13.72,10.84,12.22,8.48,8.06,10.66,9.01,15.68,16.52,12.09,11.4,12.94,13.25,16.95
Nicaragua,NIC,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07,5.99,3.75,5.3,8.47,6.12,9.6,9.14,11.13,19.83,3.69,10.68,5.46,8.08,7.19,7.14,6.04,6.78,4,3.52,3.85,4.95,5.38,4.34,3.68,4.93
Netherlands,NLD,"Inflation, consumer prices (annual %)",2.32,1.31,2.43,3.24,5.82,3.03,3.91,5.76,3.46,3.72,7.42,5.28,3.67,7.48,7.8,8.02,9.59,7.31,10.22,8.83,6.4,4.11,4.2,6.75,6.51,6.74,5.91,2.74,3.3,5.04,2.26,0.08,-0.69,0.74,1.08,0.69,2.45,3.16,3.18,2.58,2.8,2.84,1.92,1.95,2.11,1.96,2.16,2.02,2.36,4.16,3.29,2.09,1.26,2.63,1.69,1.1,1.61,2.49,1.19,1.62,1.28,2.34,2.46,2.51,0.98,1.91,0.6,0.32,1.38,1.7,2.63,1.33,1.27,2.68
Norway,NOR,"Inflation, consumer prices (annual %)",0.36,2.16,5.27,2.47,5.87,3.23,4.19,3.25,4.58,3.45,2.96,3.57,10.64,6.22,7.26,7.42,9.41,8.19,11.69,9.16,9.1,8.16,4.51,8.53,10.88,13.64,11.34,8.47,6.22,10.11,5.71,7.18,8.72,6.68,4.55,6.57,4.13,3.44,2.33,2.29,1.38,2.71,2.46,1.26,2.57,2.25,2.37,2.18,3.09,3,1.29,2.49,0.45,2.06,1.53,2.33,0.71,3.75,2.2,2.11,2.42,1.28,0.7,2.12,2.04,1.71,2.17,3.55,1.88,2.76,2.17,2.51,1.29,3.48
Nepal,NPL,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,8.47,14.39,-2.81,1.18,4.06,4.89,15.24,-2,8.39,11.43,19.81,10.57,7.59,-3.11,9.9,7.35,3.57,5.06,14.68,11.14,11.7,12.38,2.85,10.55,8.05,19,10.75,8.98,8.85,11.13,8.24,15.56,17.15,7.51,8.35,11.36,7.62,9.22,4.01,11.24,7.45,7.91,2.48,2.69,3.03,5.71,2.84,3.35,6.84,6.92,2.27,9.91,11.09,7.41,9.33,9.23,9.46,9.04,8.36,9.08,7.87,8.79,3.63,4.06,5.57,5.98,5.05,4.09
Nauru,NRU,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-0.12,0,0,0.04,0,0,0,0,0,0,0,0
New Zealand,NZL,"Inflation, consumer prices (annual %)",0.7,1.8,2.68,1.97,3.47,2.12,3.4,2.76,6.06,4.31,4.93,4.4,6.52,10.39,6.93,8.17,11.11,8.62,14.68,16.91,14.38,11.96,13.7,14.33,17.15,15.37,16.16,7.34,6.17,12.44,15.42,13.21,15.74,6.38,5.72,11.29,6.1,2.6,1.01,1.29,1.75,2.55,3.75,2.29,1.19,1.27,-0.11,1.68,2.62,2.63,2.68,1.75,2.29,2.39,3.04,3.37,2.38,3.96,2.12,2.97,2.3,4.03,1.06,1.13,1.23,1.95,0.29,0.65,1.85,1.6,1.62,1.2,1.71,3.94
OECD members,OED,"Inflation, consumer prices (annual %)",1.95,2.16,4.26,2.97,3.44,2.96,4.19,4.17,3.58,4.09,3.49,3.84,5.73,6.4,6.56,9.14,15.55,8.68,14.16,11.64,11.18,8.62,10.13,11.14,13.63,13.64,11.34,8.87,7.67,11.03,6.73,5.29,4.75,5.82,6.26,5.77,6.72,5.93,5.06,4.6,3.5,5.16,4.35,3,2.27,2.11,2.17,2.78,3.06,3.19,2.48,2.18,2.26,2.63,2.47,2.6,2.48,4.11,1.1,2.55,1.81,3.37,2.53,1.45,0.62,1.96,0.34,0.44,1.82,1.93,1.74,1.26,0.73,2.82
Oman,OMN,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.82,-0.28,0.23,0.62,-0.05,1.91,3.54,5.83,12.38,3.47,5.43,3.26,4.04,2.95,1.05,1.02,2.46,0.07,1.11,1.6,0.88,0.13,0.76,-0.9,1.55
Other small states,OSS,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.57,10.74,9.9,6.05,6.51,9.36,5.21,8,3.32,5.53,6.95,5.8,8.86,6.9,4.3,5.79,4.7,6.11,6.98,4.9,4.83,2.95,3.23,4.58,4.08,3.38,3.42,2.78,3.16,3.36,3.33,3.71,5.1,9.08,3.13,4.87,3.16,4.8,4.04,3.26,2.12,3.48,1.55,1.5,2.38,2.65,1.64,1.94,1.83,3.03
Pakistan,PAK,"Inflation, consumer prices (annual %)",6.95,1.64,-0.52,1.46,4.18,2.74,5.57,7.23,6.81,0.17,3.19,4.36,5.35,4.73,5.18,23.07,26.66,13,20.9,7.16,10.13,6.14,8.27,10.52,11.94,11.88,5.9,6.36,6.09,8.43,5.61,3.51,4.68,8.84,7.84,6.1,9.05,11.79,9.51,9.97,12.37,10.54,12.34,10.37,11.38,6.23,4.14,8.89,4.37,3.15,3.29,2.91,7.44,4.23,9.06,7.92,7.6,20.29,13.65,11.7,12.94,11.92,9.68,7.69,7.19,9.88,2.53,3.77,4.09,5.08,10.58,5.21,9.74,9.5
Panama,PAN,"Inflation, consumer prices (annual %)",0.05,0.61,0.79,0.45,2.41,0.86,0.46,0.19,1.38,1.62,1.83,1.22,3.08,1.92,5.41,6.86,16.27,6.71,5.88,3.95,4.59,4.2,7.99,5.32,13.81,7.3,4.25,2.1,1.58,5.81,1.03,-0.07,1,0.36,0.21,0.5,0.77,1.26,1.82,0.45,1.27,1.11,0.99,1.26,1.32,0.56,1.25,1.08,1.5,0.31,1.01,0.39,0.47,0.74,2.86,2.46,4.17,8.76,2.41,4.13,3.49,5.88,5.7,4.03,2.63,4.34,0.14,0.74,0.88,0.76,-0.36,0.43,-1.55,1.63
Peru,PER,"Inflation, consumer prices (annual %)",8.66,5.92,6.64,6.07,9.79,7.42,16.39,8.84,9.78,19.09,6.24,11.1,5.03,6.79,7.22,9.49,16.89,9.08,23.62,33.48,38.05,57.85,66.69,43.94,59.15,75.43,64.45,111.15,110.21,84.08,163.4,77.92,85.82,667.02,3398.68,878.57,7481.66,409.53,73.53,48.58,23.74,1607.41,11.13,11.54,8.56,7.25,3.47,8.39,3.76,1.98,0.19,2.26,3.66,2.37,1.62,2,1.78,5.79,2.94,2.82,1.53,3.37,3.61,2.77,3.41,2.94,3.4,3.56,2.99,1.51,2.25,2.74,2,4.27
Philippines,PHL,"Inflation, consumer prices (annual %)",4.15,1.6,5.8,5.63,8.18,5.07,2.56,5.4,6.25,2.36,1.96,3.41,14.38,21.4,8.2,16.58,34.16,18.95,6.76,9.2,9.9,7.33,17.53,10.15,18.2,13.08,10.22,10.03,50.34,20.37,23.1,1.15,4.07,13.86,12.24,10.88,12.18,19.26,8.65,6.72,10.39,11.44,6.83,7.48,5.59,9.23,5.94,7.01,3.98,5.35,2.72,2.29,4.83,3.83,6.52,5.49,2.9,8.26,4.22,5.48,3.79,4.72,3.03,2.58,3.6,3.54,0.67,1.25,2.85,5.31,2.39,2.5,2.39,3.93
Palau,PLW,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3,0.92,4.96,0.92,3.95,4.43,3.24,11.97,1.44,5,1.44,4.67,3.61,3.35,4.19,3.46,0.95,-1.04,1.42,2.11,0.27,0.74,0.22,2.66
Papua New Guinea,PNG,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,8.34,23.17,7.52,10.49,7.66,4.53,5.8,5.77,6.85,12.06,8.05,5.54,7.9,7.42,8.2,3.71,5.45,3.34,5.45,4.48,4.49,6.95,6.97,4.31,4.97,2.85,5.21,17.28,11.62,3.96,13.57,14.93,12.28,15.6,9.3,11.8,14.71,2.16,10.71,1.78,2.37,0.91,10.76,6.92,4.55,6.01,4.44,4.54,4.96,5.22,5.03,6,6.67,5.42,4.37,3.93,5.28,4.87,4.48
Poland,POL,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,-0.1,2.48,7.05,2.11,2.26,4.41,4.9,8.1,7.03,5.34,9.68,19.13,103.56,25.53,15.4,34.66,11.52,16.55,26.38,58.72,244.55,71.54,567.88,76.77,46.1,36.96,32.99,152.14,27.95,19.79,14.91,11.6,7.15,16.28,9.9,5.41,1.91,0.68,3.38,4.26,2.18,1.28,2.46,4.16,3.8,2.78,2.58,4.24,3.56,0.99,0.05,2.29,-0.87,-0.66,2.08,1.81,2.23,0.92,3.37,5.06
Pre-demographic dividend,PRE,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18,8.15,9.31,8.28,6.38,6.6,8.59,9.49,7.92,34.65,13.45,16.43,7.19,6.87,6.47,3.81,8.15,4.17,5.08,4.38,5.23,4.11,4.59,7.8,6.7,6,10.29,4.56,7.07,3.98,6.43,6.44,4.63,3.3,4.96,3.39,4.66,4.98,2.97,2.38,3.68,3.54,6.04
Puerto Rico,PRI,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Dem. People's Rep.",PRK,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
